
 **Statistiques par instrument ID** 
 RZQR -> Bid Mean: 33.20, Ask Mean: 33.76, Bid Std: 0.47, Ask Std: 0.61
 EMBO -> Bid Mean: 40.16, Ask Mean: 40.69, Bid Std: 1.19, Ask Std: 1.15
 RMJZ -> Bid Mean: 28.29, Ask Mean: 28.84, Bid Std: 0.45, Ask Std: 0.58
 CDWI -> Bid Mean: 21.14, Ask Mean: 21.77, Bid Std: 0.90, Ask Std: 0.91
 BRZZ -> Bid Mean: 20.69, Ask Mean: 21.18, Bid Std: 0.42, Ask Std: 0.57
 QHWP -> Bid Mean: 49.62, Ask Mean: 50.20, Bid Std: 0.47, Ask Std: 0.58
 WODJ -> Bid Mean: 22.34, Ask Mean: 22.76, Bid Std: 0.42, Ask Std: 0.52
 CGZF -> Bid Mean: 35.61, Ask Mean: 36.23, Bid Std: 0.39, Ask Std: 0.55

 **Statistiques par instrument ID** 
 RZQR -> Bid Mean: 13.32, Ask Mean: 13.85, Bid Std: 0.35, Ask Std: 0.40
 EHJS -> Bid Mean: 38.37, Ask Mean: 38.87, Bid Std: 0.25, Ask Std: 0.27
 FBTU -> Bid Mean: 42.11, Ask Mean: 42.67, Bid Std: 0.46, Ask Std: 0.55
 EMBO -> Bid Mean: 39.52, Ask Mean: 40.11, Bid Std: 1.23, Ask Std: 1.08
 RMJZ -> Bid Mean: 26.12, Ask Mean: 26.73, Bid Std: 0.40, Ask Std: 0.49
 CDWI -> Bid Mean: 22.07, Ask Mean: 22.74, Bid Std: 0.32, Ask Std: 0.42
 BRZZ -> Bid Mean: 22.50, Ask Mean: 23.14, Bid Std: 0.65, Ask Std: 0.70
 QHWP -> Bid Mean: 49.17, Ask Mean: 49.58, Bid Std: 0.59, Ask Std: 0.56
 WODJ -> Bid Mean: 22.61, Ask Mean: 23.16, Bid Std: 1.12, Ask Std: 1.03
 CGZF -> Bid Mean: 34.68, Ask Mean: 35.11, Bid Std: 0.46, Ask Std: 0.65

 **Statistiques par instrument ID** 
 RZQR -> Bid Mean: 12.78, Ask Mean: 13.29, Bid Std: 0.76, Ask Std: 0.73
 EHJS -> Bid Mean: 38.02, Ask Mean: 38.71, Bid Std: 0.48, Ask Std: 0.47
 FBTU -> Bid Mean: 40.89, Ask Mean: 41.51, Bid Std: 1.26, Ask Std: 1.27
 EMBO -> Bid Mean: 39.85, Ask Mean: 40.22, Bid Std: 1.55, Ask Std: 1.54
 RMJZ -> Bid Mean: 26.63, Ask Mean: 27.21, Bid Std: 0.50, Ask Std: 0.65
 CDWI -> Bid Mean: 21.15, Ask Mean: 21.71, Bid Std: 1.46, Ask Std: 1.32
 BRZZ -> Bid Mean: 21.92, Ask Mean: 22.37, Bid Std: 0.91, Ask Std: 0.98
 QHWP -> Bid Mean: 48.68, Ask Mean: 49.29, Bid Std: 0.45, Ask Std: 0.49
 WODJ -> Bid Mean: 21.66, Ask Mean: 22.25, Bid Std: 0.44, Ask Std: 0.55
 CGZF -> Bid Mean: 35.63, Ask Mean: 36.27, Bid Std: 0.32, Ask Std: 0.31

 **Statistiques par instrument ID** 
 RZQR -> Bid Mean: 10.62, Ask Mean: 11.21, Bid Std: 0.55, Ask Std: 0.64
 EHJS -> Bid Mean: 38.56, Ask Mean: 39.21, Bid Std: 0.99, Ask Std: 1.10
 FBTU -> Bid Mean: 38.61, Ask Mean: 39.25, Bid Std: 0.91, Ask Std: 0.87
 EMBO -> Bid Mean: 37.18, Ask Mean: 37.85, Bid Std: 0.42, Ask Std: 0.49
 RMJZ -> Bid Mean: 26.85, Ask Mean: 27.31, Bid Std: 1.09, Ask Std: 1.05
 CDWI -> Bid Mean: 22.00, Ask Mean: 22.56, Bid Std: 0.35, Ask Std: 0.36
 BRZZ -> Bid Mean: 22.00, Ask Mean: 22.63, Bid Std: 0.40, Ask Std: 0.55
 QHWP -> Bid Mean: 47.05, Ask Mean: 47.48, Bid Std: 1.00, Ask Std: 1.09
 WODJ -> Bid Mean: 22.84, Ask Mean: 23.60, Bid Std: 0.80, Ask Std: 0.93
 CGZF -> Bid Mean: 35.81, Ask Mean: 36.33, Bid Std: 0.11, Ask Std: 0.26

 **Statistiques par instrument ID** 
 RZQR -> Bid Mean: 10.78, Ask Mean: 11.55, Bid Std: 0.28, Ask Std: 0.39
 EHJS -> Bid Mean: 40.05, Ask Mean: 40.53, Bid Std: 0.43, Ask Std: 0.48
 FBTU -> Bid Mean: 37.38, Ask Mean: 37.99, Bid Std: 0.58, Ask Std: 0.69
 EMBO -> Bid Mean: 38.09, Ask Mean: 38.55, Bid Std: 0.40, Ask Std: 0.41
 RMJZ -> Bid Mean: 26.91, Ask Mean: 27.46, Bid Std: 0.51, Ask Std: 0.62
 CDWI -> Bid Mean: 24.17, Ask Mean: 24.70, Bid Std: 0.78, Ask Std: 0.72
 BRZZ -> Bid Mean: 19.73, Ask Mean: 20.26, Bid Std: 0.58, Ask Std: 0.71
 QHWP -> Bid Mean: 48.43, Ask Mean: 48.94, Bid Std: 0.34, Ask Std: 0.46
 WODJ -> Bid Mean: 24.73, Ask Mean: 25.31, Bid Std: 0.44, Ask Std: 0.52
 CGZF -> Bid Mean: 34.96, Ask Mean: 35.45, Bid Std: 0.18, Ask Std: 0.26

 **Statistiques par instrument ID** 
 RZQR -> Bid Mean: 11.10, Ask Mean: 11.56, Bid Std: 0.76, Ask Std: 0.92
 EHJS -> Bid Mean: 41.30, Ask Mean: 41.79, Bid Std: 0.34, Ask Std: 0.38
 FBTU -> Bid Mean: 38.20, Ask Mean: 38.86, Bid Std: 0.79, Ask Std: 0.88
 EMBO -> Bid Mean: 37.59, Ask Mean: 38.10, Bid Std: 0.74, Ask Std: 0.75
 RMJZ -> Bid Mean: 26.72, Ask Mean: 27.35, Bid Std: 0.94, Ask Std: 0.99
 CDWI -> Bid Mean: 24.52, Ask Mean: 25.01, Bid Std: 0.35, Ask Std: 0.45
 BRZZ -> Bid Mean: 18.45, Ask Mean: 18.87, Bid Std: 0.33, Ask Std: 0.43
 QHWP -> Bid Mean: 48.91, Ask Mean: 49.41, Bid Std: 0.33, Ask Std: 0.43
 WODJ -> Bid Mean: 24.77, Ask Mean: 25.48, Bid Std: 0.70, Ask Std: 0.64
 CGZF -> Bid Mean: 33.13, Ask Mean: 33.67, Bid Std: 0.50, Ask Std: 0.54

 **Statistiques par instrument ID** 
 RZQR -> Bid Mean: 13.23, Ask Mean: 13.75, Bid Std: 0.76, Ask Std: 0.91
 EHJS -> Bid Mean: 40.98, Ask Mean: 41.63, Bid Std: 0.24, Ask Std: 0.33
 FBTU -> Bid Mean: 35.16, Ask Mean: 35.80, Bid Std: 0.95, Ask Std: 0.93
 EMBO -> Bid Mean: 35.33, Ask Mean: 35.93, Bid Std: 0.71, Ask Std: 0.81
 RMJZ -> Bid Mean: 24.49, Ask Mean: 25.05, Bid Std: 0.98, Ask Std: 1.02
 CDWI -> Bid Mean: 26.57, Ask Mean: 26.98, Bid Std: 0.62, Ask Std: 0.57
 BRZZ -> Bid Mean: 17.11, Ask Mean: 17.80, Bid Std: 0.60, Ask Std: 0.58
 QHWP -> Bid Mean: 48.05, Ask Mean: 48.63, Bid Std: 0.82, Ask Std: 0.86
 WODJ -> Bid Mean: 25.19, Ask Mean: 25.71, Bid Std: 1.10, Ask Std: 1.12
 CGZF -> Bid Mean: 32.80, Ask Mean: 33.31, Bid Std: 0.67, Ask Std: 0.62

 **Statistiques par instrument ID** 
 RZQR -> Bid Mean: 15.84, Ask Mean: 16.36, Bid Std: 1.21, Ask Std: 1.29
 EHJS -> Bid Mean: 45.17, Ask Mean: 45.73, Bid Std: 2.57, Ask Std: 2.62
 FBTU -> Bid Mean: 33.97, Ask Mean: 34.54, Bid Std: 0.57, Ask Std: 0.73
 EMBO -> Bid Mean: 34.50, Ask Mean: 35.11, Bid Std: 1.12, Ask Std: 1.16
 RMJZ -> Bid Mean: 25.58, Ask Mean: 25.98, Bid Std: 0.58, Ask Std: 0.55
 CDWI -> Bid Mean: 26.53, Ask Mean: 27.24, Bid Std: 0.86, Ask Std: 0.77
 BRZZ -> Bid Mean: 15.24, Ask Mean: 15.96, Bid Std: 0.48, Ask Std: 0.57
 QHWP -> Bid Mean: 46.77, Ask Mean: 47.30, Bid Std: 0.48, Ask Std: 0.68
 WODJ -> Bid Mean: 27.33, Ask Mean: 27.81, Bid Std: 0.90, Ask Std: 0.70
 CGZF -> Bid Mean: 34.07, Ask Mean: 34.58, Bid Std: 1.00, Ask Std: 1.09

 **Statistiques par instrument ID** 
 RZQR -> Bid Mean: 16.55, Ask Mean: 17.15, Bid Std: 0.99, Ask Std: 0.90
 EHJS -> Bid Mean: 49.09, Ask Mean: 49.56, Bid Std: 0.69, Ask Std: 0.85
 FBTU -> Bid Mean: 34.02, Ask Mean: 34.61, Bid Std: 0.48, Ask Std: 0.58
 EMBO -> Bid Mean: 36.05, Ask Mean: 36.61, Bid Std: 0.50, Ask Std: 0.50
 RMJZ -> Bid Mean: 25.91, Ask Mean: 26.53, Bid Std: 0.40, Ask Std: 0.42
 CDWI -> Bid Mean: 28.74, Ask Mean: 29.26, Bid Std: 0.50, Ask Std: 0.58
 BRZZ -> Bid Mean: 16.02, Ask Mean: 16.47, Bid Std: 0.30, Ask Std: 0.41
 QHWP -> Bid Mean: 45.21, Ask Mean: 45.90, Bid Std: 1.16, Ask Std: 1.23
 WODJ -> Bid Mean: 28.46, Ask Mean: 28.99, Bid Std: 0.62, Ask Std: 0.76
 CGZF -> Bid Mean: 34.87, Ask Mean: 35.46, Bid Std: 0.32, Ask Std: 0.47

 **Statistiques par instrument ID** 
 RZQR -> Bid Mean: 17.08, Ask Mean: 17.61, Bid Std: 0.32, Ask Std: 0.39
 EHJS -> Bid Mean: 45.59, Ask Mean: 46.13, Bid Std: 0.74, Ask Std: 0.71
 FBTU -> Bid Mean: 35.63, Ask Mean: 36.19, Bid Std: 1.28, Ask Std: 1.38
 EMBO -> Bid Mean: 34.68, Ask Mean: 35.14, Bid Std: 0.44, Ask Std: 0.49
 RMJZ -> Bid Mean: 24.52, Ask Mean: 25.08, Bid Std: 0.39, Ask Std: 0.59
 CDWI -> Bid Mean: 29.17, Ask Mean: 29.62, Bid Std: 0.54, Ask Std: 0.50
 BRZZ -> Bid Mean: 15.87, Ask Mean: 16.38, Bid Std: 1.06, Ask Std: 1.12
 QHWP -> Bid Mean: 43.77, Ask Mean: 44.33, Bid Std: 0.50, Ask Std: 0.52
 WODJ -> Bid Mean: 27.98, Ask Mean: 28.53, Bid Std: 0.44, Ask Std: 0.54
 CGZF -> Bid Mean: 35.23, Ask Mean: 35.70, Bid Std: 0.26, Ask Std: 0.32

 **Statistiques par instrument ID** 
 RZQR -> Bid Mean: 17.49, Ask Mean: 18.01, Bid Std: 0.84, Ask Std: 0.85
 EHJS -> Bid Mean: 46.75, Ask Mean: 47.25, Bid Std: 0.57, Ask Std: 0.63
 FBTU -> Bid Mean: 37.00, Ask Mean: 37.50, Bid Std: 0.62, Ask Std: 0.53
 EMBO -> Bid Mean: 35.05, Ask Mean: 35.66, Bid Std: 0.47, Ask Std: 0.59
 RMJZ -> Bid Mean: 25.14, Ask Mean: 25.72, Bid Std: 0.70, Ask Std: 0.82
 CDWI -> Bid Mean: 28.70, Ask Mean: 29.21, Bid Std: 0.55, Ask Std: 0.56
 BRZZ -> Bid Mean: 17.40, Ask Mean: 17.89, Bid Std: 0.72, Ask Std: 0.78
 QHWP -> Bid Mean: 44.08, Ask Mean: 44.61, Bid Std: 0.35, Ask Std: 0.23
 WODJ -> Bid Mean: 27.98, Ask Mean: 28.47, Bid Std: 0.72, Ask Std: 0.70
 CGZF -> Bid Mean: 36.55, Ask Mean: 37.05, Bid Std: 0.34, Ask Std: 0.53

 **Statistiques par instrument ID** 
 RZQR -> Bid Mean: 18.60, Ask Mean: 19.10, Bid Std: 0.44, Ask Std: 0.51
 EHJS -> Bid Mean: 46.94, Ask Mean: 47.45, Bid Std: 0.42, Ask Std: 0.55
 FBTU -> Bid Mean: 37.03, Ask Mean: 37.58, Bid Std: 0.52, Ask Std: 0.48
 EMBO -> Bid Mean: 34.76, Ask Mean: 35.31, Bid Std: 0.64, Ask Std: 0.67
 RMJZ -> Bid Mean: 25.43, Ask Mean: 26.10, Bid Std: 1.24, Ask Std: 1.26
 CDWI -> Bid Mean: 30.53, Ask Mean: 31.00, Bid Std: 0.81, Ask Std: 0.83
 BRZZ -> Bid Mean: 17.18, Ask Mean: 17.80, Bid Std: 0.93, Ask Std: 1.03
 QHWP -> Bid Mean: 43.41, Ask Mean: 43.87, Bid Std: 0.57, Ask Std: 0.50
 WODJ -> Bid Mean: 27.46, Ask Mean: 27.97, Bid Std: 0.61, Ask Std: 0.68
 CGZF -> Bid Mean: 37.15, Ask Mean: 37.62, Bid Std: 0.45, Ask Std: 0.52

 **Statistiques par instrument ID** 
 RZQR -> Bid Mean: 19.20, Ask Mean: 19.86, Bid Std: 0.40, Ask Std: 0.42
 EHJS -> Bid Mean: 45.84, Ask Mean: 46.19, Bid Std: 0.41, Ask Std: 0.38
 FBTU -> Bid Mean: 38.48, Ask Mean: 39.00, Bid Std: 0.68, Ask Std: 0.61
 EMBO -> Bid Mean: 35.26, Ask Mean: 35.72, Bid Std: 0.70, Ask Std: 0.80
 RMJZ -> Bid Mean: 26.55, Ask Mean: 27.17, Bid Std: 1.24, Ask Std: 1.27
 CDWI -> Bid Mean: 31.99, Ask Mean: 32.49, Bid Std: 0.29, Ask Std: 0.39
 BRZZ -> Bid Mean: 19.98, Ask Mean: 20.51, Bid Std: 0.54, Ask Std: 0.64
 QHWP -> Bid Mean: 42.88, Ask Mean: 43.41, Bid Std: 0.37, Ask Std: 0.38
 WODJ -> Bid Mean: 28.41, Ask Mean: 28.93, Bid Std: 0.45, Ask Std: 0.58
 CGZF -> Bid Mean: 36.72, Ask Mean: 37.21, Bid Std: 0.36, Ask Std: 0.39

 **Statistiques par instrument ID** 
 RZQR -> Bid Mean: 17.26, Ask Mean: 17.82, Bid Std: 1.73, Ask Std: 1.78
 EHJS -> Bid Mean: 44.61, Ask Mean: 45.22, Bid Std: 0.62, Ask Std: 0.78
 FBTU -> Bid Mean: 37.06, Ask Mean: 37.51, Bid Std: 0.85, Ask Std: 1.00
 EMBO -> Bid Mean: 35.74, Ask Mean: 36.36, Bid Std: 0.69, Ask Std: 0.77
 RMJZ -> Bid Mean: 23.92, Ask Mean: 24.54, Bid Std: 0.29, Ask Std: 0.31
 CDWI -> Bid Mean: 31.79, Ask Mean: 32.44, Bid Std: 0.49, Ask Std: 0.51
 BRZZ -> Bid Mean: 18.97, Ask Mean: 19.51, Bid Std: 0.45, Ask Std: 0.28
 QHWP -> Bid Mean: 42.83, Ask Mean: 43.40, Bid Std: 0.35, Ask Std: 0.41
 WODJ -> Bid Mean: 28.27, Ask Mean: 28.85, Bid Std: 0.46, Ask Std: 0.61
 CGZF -> Bid Mean: 35.67, Ask Mean: 36.21, Bid Std: 0.30, Ask Std: 0.47

 **Statistiques par instrument ID** 
 RZQR -> Bid Mean: 15.72, Ask Mean: 16.19, Bid Std: 0.54, Ask Std: 0.73
 EHJS -> Bid Mean: 43.77, Ask Mean: 44.32, Bid Std: 0.61, Ask Std: 0.54
 FBTU -> Bid Mean: 37.09, Ask Mean: 37.65, Bid Std: 0.75, Ask Std: 0.77
 EMBO -> Bid Mean: 35.13, Ask Mean: 35.70, Bid Std: 0.60, Ask Std: 0.67
 RMJZ -> Bid Mean: 21.58, Ask Mean: 22.21, Bid Std: 1.11, Ask Std: 1.08
 CDWI -> Bid Mean: 28.54, Ask Mean: 28.96, Bid Std: 0.79, Ask Std: 0.78
 BRZZ -> Bid Mean: 19.10, Ask Mean: 19.61, Bid Std: 0.21, Ask Std: 0.39
 QHWP -> Bid Mean: 42.16, Ask Mean: 42.67, Bid Std: 0.64, Ask Std: 0.68
 WODJ -> Bid Mean: 27.92, Ask Mean: 28.43, Bid Std: 0.92, Ask Std: 0.94
 CGZF -> Bid Mean: 36.65, Ask Mean: 37.27, Bid Std: 0.41, Ask Std: 0.33

 **Statistiques par instrument ID** 
 RZQR -> Bid Mean: 14.31, Ask Mean: 15.06, Bid Std: 0.83, Ask Std: 0.92
 EHJS -> Bid Mean: 42.12, Ask Mean: 42.68, Bid Std: 1.16, Ask Std: 1.30
 FBTU -> Bid Mean: 38.82, Ask Mean: 39.39, Bid Std: 0.29, Ask Std: 0.44
 EMBO -> Bid Mean: 35.12, Ask Mean: 35.60, Bid Std: 0.44, Ask Std: 0.53
 RMJZ -> Bid Mean: 19.50, Ask Mean: 20.32, Bid Std: 0.82, Ask Std: 0.89
 CDWI -> Bid Mean: 27.65, Ask Mean: 28.35, Bid Std: 0.24, Ask Std: 0.26
 BRZZ -> Bid Mean: 20.60, Ask Mean: 21.21, Bid Std: 0.87, Ask Std: 0.92
 QHWP -> Bid Mean: 40.27, Ask Mean: 40.90, Bid Std: 0.48, Ask Std: 0.56
 WODJ -> Bid Mean: 26.99, Ask Mean: 27.66, Bid Std: 0.46, Ask Std: 0.63
 CGZF -> Bid Mean: 35.87, Ask Mean: 36.57, Bid Std: 0.46, Ask Std: 0.51

 **Statistiques par instrument ID** 
 RZQR -> Bid Mean: 12.78, Ask Mean: 13.29, Bid Std: 0.97, Ask Std: 1.07
 EHJS -> Bid Mean: 44.10, Ask Mean: 44.51, Bid Std: 0.89, Ask Std: 1.07
 FBTU -> Bid Mean: 37.85, Ask Mean: 38.32, Bid Std: 0.65, Ask Std: 0.65
 EMBO -> Bid Mean: 33.27, Ask Mean: 33.78, Bid Std: 0.83, Ask Std: 0.94
 RMJZ -> Bid Mean: 18.88, Ask Mean: 19.48, Bid Std: 1.19, Ask Std: 1.27
 CDWI -> Bid Mean: 27.75, Ask Mean: 28.26, Bid Std: 0.43, Ask Std: 0.64
 BRZZ -> Bid Mean: 21.99, Ask Mean: 22.58, Bid Std: 0.26, Ask Std: 0.34
 QHWP -> Bid Mean: 40.57, Ask Mean: 41.06, Bid Std: 0.74, Ask Std: 0.78
 WODJ -> Bid Mean: 27.21, Ask Mean: 27.71, Bid Std: 0.40, Ask Std: 0.45
 CGZF -> Bid Mean: 36.22, Ask Mean: 36.74, Bid Std: 0.44, Ask Std: 0.45

 **Statistiques par instrument ID** 
 RZQR -> Bid Mean: 10.56, Ask Mean: 11.10, Bid Std: 0.62, Ask Std: 0.70
 EHJS -> Bid Mean: 44.03, Ask Mean: 44.45, Bid Std: 0.63, Ask Std: 0.84
 FBTU -> Bid Mean: 37.17, Ask Mean: 37.77, Bid Std: 0.96, Ask Std: 0.78
 EMBO -> Bid Mean: 32.97, Ask Mean: 33.56, Bid Std: 0.49, Ask Std: 0.62
 RMJZ -> Bid Mean: 20.71, Ask Mean: 21.25, Bid Std: 0.37, Ask Std: 0.57
 CDWI -> Bid Mean: 27.39, Ask Mean: 28.01, Bid Std: 0.59, Ask Std: 0.55
 BRZZ -> Bid Mean: 22.03, Ask Mean: 22.72, Bid Std: 1.08, Ask Std: 1.14
 QHWP -> Bid Mean: 39.03, Ask Mean: 39.58, Bid Std: 0.93, Ask Std: 0.93
 WODJ -> Bid Mean: 27.38, Ask Mean: 27.82, Bid Std: 0.55, Ask Std: 0.61
